episode,env_id,limit
14,2,0.9490138292312622
14,3,0.8106197714805603
14,4,0.8898778557777405
14,5,0.7142356634140015
14,6,0.9819414615631104
14,7,0.7366577386856079
14,8,0.7753554582595825
14,9,0.9641427397727966
14,10,0.7303768396377563
14,11,0.7515092492103577
14,12,0.9680615663528442
14,13,0.8858953714370728
14,14,0.7311891913414001
14,15,0.7651644349098206
15,0,0.7311769127845764
15,1,0.7127622961997986
15,2,0.9438954591751099
15,3,0.8110480308532715
15,4,0.829380452632904
15,5,0.9711727499961853
15,6,0.933819591999054
15,7,0.8956127166748047
15,8,0.7002419829368591
15,9,0.8244615197181702
15,10,0.8505826592445374
15,11,0.9473519921302795
15,12,0.931796669960022
15,13,0.9535073637962341
15,14,0.9541738033294678
15,15,0.7557197213172913
16,0,0.784882128238678
16,1,0.7176169157028198
16,2,0.7544389963150024
16,3,0.9518433213233948
16,4,0.8268685340881348
16,5,0.8342750668525696
16,6,0.9302647709846497
16,7,0.7724915742874146
16,8,0.8947386741638184
16,9,0.726326048374176
16,10,0.8294484615325928
16,11,0.7087119817733765
16,12,0.8555994033813477
16,13,0.7461666464805603
16,14,0.7485414147377014
16,15,0.7245987057685852
17,0,0.7398377060890198
17,1,0.7319620847702026
17,2,0.7064613699913025
17,3,0.8926215171813965
17,4,0.954116702079773
17,5,0.8590832948684692
17,6,0.728293240070343
17,7,0.8213760256767273
17,8,0.8618693351745605
17,9,0.7310076355934143
17,10,0.7860966324806213
17,11,0.8160417675971985
17,12,0.7927225232124329
17,13,0.9387421011924744
17,14,0.7266980409622192
17,15,0.762100100517273
18,0,0.8458110094070435
18,1,0.721921980381012
18,2,0.7961499094963074
18,3,0.7297192811965942
18,4,0.7742364406585693
18,5,0.9724481105804443
18,6,0.8003581762313843
18,7,0.7071455121040344
18,8,0.7897189259529114
18,9,0.9468200206756592
18,10,0.9029568433761597
18,11,0.8009728789329529
18,12,0.8499331474304199
18,13,0.7580692768096924
18,14,0.7227998971939087
18,15,0.8806617259979248
19,0,0.9645642638206482
19,1,0.9476497769355774
19,2,0.9936947226524353
19,3,0.8619486689567566
19,4,0.8191783428192139
19,5,0.8551318049430847
19,6,0.9282605648040771
19,7,0.8738740682601929
19,8,0.7136796116828918
19,9,0.8246017098426819
19,10,0.9394360780715942
19,11,0.7560463547706604
19,12,0.960378110408783
19,13,0.7800529599189758
19,14,0.8042857050895691
19,15,0.9157315492630005
20,0,0.901565670967102
20,1,0.9376079440116882
20,2,0.8035991191864014
20,3,0.8659976720809937
20,4,0.8998302817344666
20,5,0.9202899932861328
20,6,0.9788976311683655
20,7,0.7744439244270325
20,8,0.9573825001716614
20,9,0.8507237434387207
20,10,0.9940651655197144
20,11,0.8737366795539856
20,12,0.7665268778800964
20,13,0.7424573302268982
20,14,0.818220853805542
20,15,0.7203409671783447
21,0,0.7005294561386108
21,1,0.9875954985618591
21,2,0.8765336275100708
21,3,0.7307875156402588
21,4,0.8326825499534607
21,5,0.7047111988067627
21,6,0.7239519953727722
21,7,0.9415410161018372
21,8,0.9504632949829102
21,9,0.8883280754089355
21,10,0.9992638230323792
21,11,0.8087673783302307
21,12,0.7672202587127686
21,13,0.7861063480377197
21,14,0.8552737236022949
21,15,0.859161913394928
22,0,0.768354594707489
22,1,0.7971401810646057
22,2,0.7837652564048767
22,3,0.8018856644630432
22,4,0.9948898553848267
22,5,0.7001731395721436
22,6,0.8554558753967285
22,7,0.8722308278083801
22,8,0.8705805540084839
22,9,0.9289242029190063
22,10,0.8991423845291138
22,11,0.8927813172340393
22,12,0.8915438055992126
22,13,0.94637531042099
22,14,0.9749252796173096
22,15,0.9949937462806702
23,0,0.9002130627632141
23,1,0.8892748951911926
23,2,0.8898206949234009
23,3,0.7880179286003113
23,4,0.7364186644554138
23,5,0.9273120760917664
23,6,0.9000178575515747
23,7,0.7301613092422485
23,8,0.7892295122146606
23,9,0.9623025059700012
23,10,0.8350456357002258
23,11,0.9235515594482422
23,12,0.7124955654144287
23,13,0.9765602946281433
23,14,0.9954900741577148
23,15,0.7336021065711975
24,0,0.9732930660247803
24,1,0.8391443490982056
24,2,0.8685097098350525
24,3,0.9453099370002747
24,4,0.987363874912262
24,5,0.8253704905509949
24,6,0.8931291699409485
24,7,0.7493231892585754
24,8,0.9471176862716675
24,9,0.8093954920768738
24,10,0.8759691119194031
24,11,0.8700640797615051
24,12,0.8022100329399109
24,13,0.7031165361404419
24,14,0.8601499795913696
24,15,0.761696457862854
25,0,0.8050368428230286
25,1,0.838143527507782
25,2,0.8529434204101562
25,3,0.724317729473114
25,4,0.7783225178718567
25,5,0.8739117980003357
25,6,0.9594463109970093
25,7,0.7844169735908508
25,8,0.7003116011619568
25,9,0.7235919237136841
25,10,0.7706460952758789
25,11,0.715260922908783
25,12,0.870997428894043
25,13,0.9401754140853882
25,14,0.8266552686691284
25,15,0.8653401136398315
26,0,0.9934458136558533
26,1,0.737775444984436
26,2,0.8196200728416443
26,3,0.8449956178665161
26,4,0.9958786368370056
26,5,0.7349662184715271
26,6,0.8751569390296936
26,7,0.8266777396202087
26,8,0.8251882791519165
26,9,0.792654275894165
26,10,0.7091578841209412
26,11,0.8020203709602356
26,12,0.7927795052528381
26,13,0.7583485245704651
26,14,0.873309850692749
26,15,0.9740885496139526
27,0,0.758251428604126
27,1,0.940489649772644
27,2,0.74293452501297
27,3,0.8875075578689575
27,4,0.7238521575927734
27,5,0.918145477771759
27,6,0.7594014406204224
27,7,0.8258121013641357
27,8,0.70988929271698
27,9,0.9659526944160461
27,10,0.7445952892303467
27,11,0.882228434085846
27,12,0.7058836817741394
27,13,0.8222562670707703
27,14,0.9256048202514648
27,15,0.7117698788642883
28,0,0.9259820580482483
28,1,0.8826074004173279
28,2,0.8442882895469666
28,3,0.8629343509674072
28,4,0.9508756995201111
28,5,0.9182904362678528
28,6,0.7434372901916504
28,7,0.7124238610267639
28,8,0.8771586418151855
28,9,0.8806074261665344
28,10,0.9329564571380615
28,11,0.7229780554771423
28,12,0.8978272080421448
28,13,0.7251987457275391
28,14,0.8322513699531555
28,15,0.7213571071624756
29,0,0.8344682455062866
29,1,0.8049976229667664
29,2,0.8755852580070496
29,3,0.7870744466781616
29,4,0.9007065892219543
29,5,0.7301468849182129
29,6,0.9291044473648071
29,7,0.8093896508216858
29,8,0.9463974833488464
29,9,0.8283939361572266
29,10,0.8049554824829102
29,11,0.9152640104293823
29,12,0.8509222865104675
29,13,0.7479169368743896
29,14,0.8842051029205322
29,15,0.9411903023719788
