curriculum_scale,efficiency
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.25,0.9938726425170898
0.25,0.9808132648468018
0.25,0.9891936779022217
0.25,0.9803125858306885
0.25,0.9763965606689453
0.25,0.9912619590759277
0.25,0.9886155128479004
0.25,0.9854564666748047
0.25,0.9756991863250732
0.25,0.9805986881256104
0.25,0.98779296875
0.25,0.9792516231536865
0.25,0.9958038330078125
0.25,0.97902512550354
0.25,0.990922212600708
0.25,0.9889254570007324
0.25,0.9951183795928955
0.25,0.9869167804718018
0.25,0.9880313873291016
0.25,0.9859094619750977
0.25,0.9934554100036621
0.25,0.9914467334747314
0.25,0.9757707118988037
0.25,0.995732307434082
0.25,0.9816775321960449
0.25,0.9890625476837158
0.25,0.9913215637207031
0.25,0.9766111373901367
0.25,0.9854624271392822
0.25,0.9893665313720703
0.25,0.9815106391906738
0.25,0.9939978122711182
0.25,0.9913454055786133
0.25,0.9866068363189697
0.25,0.9903082847595215
0.25,0.9955177307128906
0.25,0.9974370002746582
0.25,0.9883115291595459
0.25,0.9950826168060303
0.25,0.9922811985015869
0.25,0.9841153621673584
0.25,0.9815285205841064
0.25,0.9933779239654541
0.25,0.9839127063751221
0.25,0.9954164028167725
0.25,0.9929845333099365
0.25,0.9798893928527832
0.25,0.9830424785614014
0.25,0.9874770641326904
0.25,0.980473518371582
0.25,0.9837160110473633
0.25,0.9800622463226318
0.25,0.9777138233184814
0.25,0.9924242496490479
0.25,0.9838888645172119
0.25,0.985504150390625
0.25,0.9953806400299072
0.25,0.981844425201416
0.25,0.9908745288848877
0.25,0.9821662902832031
0.25,0.9770224094390869
0.25,0.9947726726531982
0.25,0.9886929988861084
0.25,0.9877035617828369
0.25,0.9889612197875977
0.25,0.9805867671966553
0.25,0.9877333641052246
0.25,0.9796748161315918
0.25,0.9791383743286133
0.25,0.9770104885101318
0.25,0.993598461151123
0.25,0.989783763885498
0.25,0.9920368194580078
0.25,0.9758362770080566
0.25,0.9963164329528809
0.25,0.993288516998291
0.25,0.995267391204834
0.25,0.9936342239379883
0.25,0.9774575233459473
0.25,0.9793112277984619
0.25,0.9869942665100098
0.25,0.9958515167236328
0.25,0.9837398529052734
0.25,0.9894261360168457
0.25,0.9881207942962646
0.25,0.9836504459381104
0.25,0.9829232692718506
0.25,0.9925673007965088
0.25,0.9774336814880371
0.25,0.9857783317565918
0.25,0.989086389541626
0.25,0.9793767929077148
0.25,0.9956011772155762
0.25,0.9863028526306152
0.25,0.9796450138092041
0.25,0.9968051910400391
0.25,0.9762177467346191
0.25,0.9911785125732422
0.25,0.9881207942962646
0.25,0.9916672706604004
0.25,0.975883960723877
0.25,0.9877274036407471
0.25,0.9972403049468994
0.25,0.9950945377349854
0.25,0.9823510646820068
0.25,0.9833762645721436
0.25,0.9969661235809326
0.25,0.9966740608215332
0.25,0.9829649925231934
0.25,0.9801039695739746
0.25,0.9865055084228516
0.25,0.9958693981170654
0.25,0.9899029731750488
0.25,0.9935626983642578
0.25,0.9803245067596436
0.25,0.995201826095581
0.25,0.9931097030639648
0.25,0.9886512756347656
0.25,0.9931573867797852
0.25,0.9893724918365479
0.25,0.9904990196228027
0.25,0.993520975112915
0.25,0.9957084655761719
0.25,0.9923110008239746
0.25,0.9842166900634766
0.25,0.9864697456359863
0.25,0.9882102012634277
0.25,0.9929070472717285
0.25,0.9753057956695557
0.25,0.9860167503356934
0.25,0.9937891960144043
0.25,0.9954521656036377
0.25,0.9779462814331055
0.25,0.9875783920288086
0.25,0.982750415802002
0.25,0.9895751476287842
0.25,0.980473518371582
0.25,0.9843001365661621
0.25,0.9878227710723877
0.25,0.9967992305755615
0.25,0.9942660331726074
0.25,0.98207688331604
0.25,0.9947309494018555
0.25,0.9778151512145996
0.25,0.9797701835632324
0.25,0.9891161918640137
0.25,0.9886929988861084
0.25,0.9872863292694092
0.25,0.9942898750305176
0.25,0.9771654605865479
0.25,0.9920010566711426
0.25,0.9929547309875488
0.25,0.9819338321685791
0.25,0.9777793884277344
0.25,0.9878227710723877
0.25,0.9911785125732422
0.25,0.9783217906951904
0.25,0.9966263771057129
0.25,0.9926328659057617
0.25,0.9867677688598633
0.25,0.993133544921875
0.25,0.9937176704406738
0.25,0.993288516998291
0.25,0.9947249889373779
0.25,0.9933063983917236
0.25,0.9964416027069092
0.25,0.9829888343811035
0.25,0.9789178371429443
0.25,0.994206428527832
0.25,0.9774694442749023
0.25,0.9959588050842285
0.25,0.978947639465332
0.25,0.978107213973999
0.25,0.9883711338043213
0.25,0.9800145626068115
0.25,0.9950826168060303
0.25,0.9844014644622803
0.25,0.9801039695739746
0.25,0.9762058258056641
0.25,0.9838292598724365
0.25,0.9797224998474121
0.25,0.9885261058807373
0.25,0.981468915939331
0.25,0.994581937789917
0.25,0.9805986881256104
0.25,0.9920547008514404
0.25,0.9789416790008545
0.25,0.9897480010986328
0.25,0.994879961013794
0.25,0.9819576740264893
0.25,0.9840915203094482
0.25,0.9863684177398682
0.25,0.9916613101959229
0.25,0.9816656112670898
0.25,0.9803423881530762
0.25,0.9791443347930908
0.25,0.9825537204742432
0.25,0.9760866165161133
0.25,0.9910831451416016
0.25,0.9830901622772217
0.25,0.9776065349578857
0.25,0.9755382537841797
0.25,0.9949336051940918
0.25,0.9920845031738281
0.25,0.9917268753051758
0.25,0.9881744384765625
0.25,0.9890148639678955
0.25,0.988257884979248
0.25,0.9796509742736816
0.25,0.9971210956573486
0.25,0.9767124652862549
0.25,0.9907135963439941
0.25,0.9921739101409912
0.25,0.9909937381744385
0.25,0.9840736389160156
0.25,0.9915540218353271
0.25,0.9769806861877441
0.25,0.9916434288024902
0.25,0.9934852123260498
0.25,0.9806225299835205
0.25,0.9974250793457031
0.25,0.9930143356323242
0.25,0.9768495559692383
0.25,0.9754905700683594
0.25,0.9906063079833984
0.25,0.9872744083404541
0.25,0.9883055686950684
0.25,0.9859988689422607
0.25,0.9858498573303223
0.25,0.9750316143035889
0.25,0.9878168106079102
0.25,0.9911963939666748
0.25,0.98779296875
0.25,0.9956488609313965
0.25,0.9801993370056152
0.25,0.9867141246795654
0.25,0.9913632869720459
0.25,0.9836921691894531
0.25,0.9775350093841553
0.25,0.9885320663452148
0.25,0.9800384044647217
0.25,0.9890029430389404
0.25,0.9956667423248291
0.25,0.975043535232544
0.25,0.9764323234558105
0.25,0.9928295612335205
0.25,0.9971747398376465
0.25,0.9770879745483398
0.25,0.9908506870269775
0.25,0.9830901622772217
0.25,0.9959290027618408
0.25,0.9798774719238281
0.25,0.9753773212432861
0.25,0.9836981296539307
0.25,0.9941885471343994
0.25,0.9786853790283203
0.5,0.9786615371704102
0.5,0.9685525894165039
0.5,0.9764084815979004
0.5,0.9569356441497803
0.5,0.9590694904327393
0.5,0.9567806720733643
0.5,0.9949336051940918
0.5,0.9624550342559814
0.5,0.9676346778869629
0.5,0.9907076358795166
0.5,0.9931752681732178
0.5,0.9750792980194092
0.5,0.9883115291595459
0.5,0.9588847160339355
0.5,0.9562561511993408
0.5,0.9917984008789062
0.5,0.9534785747528076
0.5,0.9516129493713379
0.5,0.975365400314331
0.5,0.9514639377593994
0.5,0.9645829200744629
0.5,0.9509334564208984
0.5,0.9938130378723145
0.5,0.9711096286773682
0.5,0.9900996685028076
0.5,0.9892652034759521
0.5,0.9522268772125244
0.5,0.9663114547729492
0.5,0.9574601650238037
0.5,0.9920964241027832
0.5,0.9510228633880615
0.5,0.9562621116638184
0.5,0.9795913696289062
0.5,0.974370002746582
0.5,0.9788045883178711
0.5,0.9875128269195557
0.5,0.9710738658905029
0.5,0.9841511249542236
0.5,0.9556899070739746
0.5,0.9931037425994873
0.5,0.9859273433685303
0.5,0.9833405017852783
0.5,0.9644875526428223
0.5,0.9827861785888672
0.5,0.9508678913116455
0.5,0.9873936176300049
0.5,0.9805688858032227
0.5,0.9652624130249023
0.5,0.9801337718963623
0.5,0.9641656875610352
0.5,0.9651908874511719
0.5,0.994736909866333
0.5,0.9742746353149414
0.5,0.9647974967956543
0.5,0.9663293361663818
0.5,0.9872207641601562
0.5,0.9858260154724121
0.5,0.9885797500610352
0.5,0.9750196933746338
0.5,0.9723434448242188
0.5,0.9942958354949951
0.5,0.9664306640625
0.5,0.9882996082305908
0.5,0.9860107898712158
0.5,0.9879717826843262
0.5,0.9630630016326904
0.5,0.9922394752502441
0.5,0.9693930149078369
0.5,0.9611735343933105
0.5,0.9664485454559326
0.5,0.952155351638794
0.5,0.978870153427124
0.5,0.977332353591919
0.5,0.9643027782440186
0.5,0.9903678894042969
0.5,0.9552309513092041
0.5,0.9908149242401123
0.5,0.9774813652038574
0.5,0.9635756015777588
0.5,0.9724626541137695
0.5,0.9831914901733398
0.5,0.9806106090545654
0.5,0.978172779083252
0.5,0.99123215675354
0.5,0.9644100666046143
0.5,0.9851047992706299
0.5,0.9756872653961182
0.5,0.9837279319763184
0.5,0.9648809432983398
0.5,0.9759435653686523
0.5,0.9549269676208496
0.5,0.9552547931671143
0.5,0.9644815921783447
0.5,0.9805569648742676
0.5,0.9677181243896484
0.5,0.9876558780670166
0.5,0.9892830848693848
0.5,0.9844849109649658
0.5,0.9857485294342041
0.5,0.9580562114715576
0.5,0.9514579772949219
0.5,0.9880790710449219
0.5,0.9888479709625244
0.5,0.9668240547180176
0.5,0.9823391437530518
0.5,0.9745070934295654
0.5,0.9706923961639404
0.5,0.987185001373291
0.5,0.9868154525756836
0.5,0.9787390232086182
0.5,0.9792695045471191
0.5,0.9739646911621094
0.5,0.9872088432312012
0.5,0.9610424041748047
0.5,0.9662578105926514
0.5,0.9784469604492188
0.5,0.9586522579193115
0.5,0.991309642791748
0.5,0.9654829502105713
0.5,0.9671041965484619
0.5,0.9706864356994629
0.5,0.9548792839050293
0.5,0.9511301517486572
0.5,0.9573111534118652
0.5,0.9833643436431885
0.5,0.9769806861877441
0.5,0.9844193458557129
0.5,0.9561846256256104
0.5,0.9888718128204346
0.5,0.9841034412384033
0.5,0.9831736087799072
0.5,0.9887824058532715
0.5,0.9747097492218018
0.5,0.9703884124755859
0.5,0.9814867973327637
0.5,0.9857664108276367
0.5,0.9938607215881348
0.5,0.9877393245697021
0.5,0.9841451644897461
0.5,0.9580264091491699
0.5,0.9931931495666504
0.5,0.9749183654785156
0.5,0.9943017959594727
0.5,0.9807238578796387
0.5,0.9502480030059814
0.5,0.956822395324707
0.5,0.9620676040649414
0.5,0.9546229839324951
0.5,0.9512135982513428
0.5,0.9779820442199707
0.5,0.9531805515289307
0.5,0.9875247478485107
0.5,0.965977668762207
0.5,0.9879181385040283
0.5,0.9802470207214355
0.5,0.9603867530822754
0.5,0.9734640121459961
0.5,0.9510407447814941
0.5,0.9778449535369873
0.5,0.9827146530151367
0.5,0.9709427356719971
0.5,0.9808311462402344
0.5,0.9908983707427979
0.5,0.9794423580169678
0.5,0.9680995941162109
0.5,0.9823570251464844
0.5,0.9542295932769775
0.5,0.9765515327453613
0.5,0.9862015247344971
0.5,0.9517083168029785
0.5,0.9833106994628906
0.5,0.9915421009063721
0.5,0.9932348728179932
0.5,0.9794661998748779
0.5,0.9832451343536377
0.5,0.9505937099456787
0.5,0.9765753746032715
0.5,0.9807953834533691
0.5,0.9642789363861084
0.5,0.9665021896362305
0.5,0.9724209308624268
0.5,0.9561190605163574
0.5,0.9636650085449219
0.5,0.9655961990356445
0.5,0.9879777431488037
0.5,0.9630391597747803
0.5,0.9564528465270996
0.5,0.9515831470489502
0.5,0.989086389541626
0.5,0.9919235706329346
0.5,0.9882102012634277
0.5,0.9703884124755859
0.5,0.9649584293365479
0.5,0.9561131000518799
0.5,0.9932408332824707
0.5,0.9533176422119141
0.5,0.9862730503082275
0.5,0.9605536460876465
0.5,0.973374605178833
0.5,0.9795198440551758
0.5,0.9652087688446045
0.5,0.954909086227417
0.5,0.980473518371582
0.5,0.9729752540588379
0.5,0.9878525733947754
0.5,0.9836623668670654
0.5,0.9867558479309082
0.5,0.9946534633636475
0.5,0.9691009521484375
0.5,0.951934814453125
0.5,0.9695956707000732
0.5,0.9864816665649414
0.5,0.9635100364685059
0.5,0.9500691890716553
0.5,0.99237060546875
0.5,0.9692440032958984
0.5,0.9872922897338867
0.5,0.9704480171203613
0.5,0.966132640838623
0.5,0.9784409999847412
0.5,0.96490478515625
0.5,0.9812066555023193
0.5,0.9915719032287598
0.5,0.9902665615081787
0.5,0.9716103076934814
0.5,0.976271390914917
0.5,0.9581277370452881
0.5,0.9853134155273438
0.5,0.9763131141662598
0.5,0.9612152576446533
0.5,0.9826312065124512
0.5,0.9947786331176758
0.5,0.9871969223022461
0.5,0.9901652336120605
0.5,0.9887824058532715
0.5,0.9592065811157227
0.5,0.9587833881378174
0.5,0.981468915939331
0.5,0.9677777290344238
0.5,0.9611079692840576
0.5,0.952852725982666
0.5,0.9546051025390625
0.5,0.9632596969604492
0.5,0.9638795852661133
0.5,0.9900698661804199
0.5,0.9908208847045898
0.5,0.9524474143981934
0.5,0.9940037727355957
0.5,0.9630510807037354
0.5,0.9587595462799072
0.5,0.9717295169830322
0.5,0.9625086784362793
0.5,0.9510526657104492
0.5,0.953925609588623
0.5,0.9588906764984131
0.5,0.9875843524932861
0.75,0.9902665615081787
0.75,0.9273478984832764
0.75,0.948805570602417
0.75,0.9354124069213867
0.75,0.9648988246917725
0.75,0.9888598918914795
0.75,0.947279691696167
0.75,0.9385416507720947
0.75,0.9309241771697998
0.75,0.963843822479248
0.75,0.9657809734344482
0.75,0.9883294105529785
0.75,0.9576091766357422
0.75,0.984896183013916
0.75,0.9475359916687012
0.75,0.9647855758666992
0.75,0.9283969402313232
0.75,0.9914824962615967
0.75,0.9432027339935303
0.75,0.960094690322876
0.75,0.9389529228210449
0.75,0.9491333961486816
0.75,0.9288499355316162
0.75,0.9450564384460449
0.75,0.9638080596923828
0.75,0.9260425567626953
0.75,0.9603569507598877
0.75,0.9579310417175293
0.75,0.9564647674560547
0.75,0.9469757080078125
0.75,0.9705493450164795
0.75,0.9538660049438477
0.75,0.9842166900634766
0.75,0.9703168869018555
0.75,0.93247389793396
0.75,0.9318301677703857
0.75,0.9255895614624023
0.75,0.9479293823242188
0.75,0.9893844127655029
0.75,0.978095293045044
0.75,0.9745547771453857
0.75,0.9709725379943848
0.75,0.9833345413208008
0.75,0.9459564685821533
0.75,0.9506175518035889
0.75,0.9730229377746582
0.75,0.9641835689544678
0.75,0.9283850193023682
0.75,0.9510884284973145
0.75,0.9514400959014893
0.75,0.942857027053833
0.75,0.9822139739990234
0.75,0.9361157417297363
0.75,0.9447524547576904
0.75,0.9705374240875244
0.75,0.9784886837005615
0.75,0.9363720417022705
0.75,0.9641180038452148
0.75,0.926292896270752
0.75,0.9419748783111572
0.75,0.9279499053955078
0.75,0.9467074871063232
0.75,0.9876081943511963
0.75,0.9356210231781006
0.75,0.9882757663726807
0.75,0.9734163284301758
0.75,0.9902606010437012
0.75,0.9512135982513428
0.75,0.926835298538208
0.75,0.9438583850860596
0.75,0.9921858310699463
0.75,0.9623477458953857
0.75,0.9333322048187256
0.75,0.9891996383666992
0.75,0.9449610710144043
0.75,0.9879002571105957
0.75,0.9783337116241455
0.75,0.9677062034606934
0.75,0.9886691570281982
0.75,0.9276816844940186
0.75,0.9539852142333984
0.75,0.9770641326904297
0.75,0.9552667140960693
0.75,0.9431133270263672
0.75,0.9612629413604736
0.75,0.9673724174499512
0.75,0.9708116054534912
0.75,0.9441742897033691
0.75,0.9810695648193359
0.75,0.9682486057281494
0.75,0.9500930309295654
0.75,0.9831080436706543
0.75,0.9491393566131592
0.75,0.9760329723358154
0.75,0.927830696105957
0.75,0.9406874179840088
0.75,0.943763017654419
0.75,0.948418140411377
0.75,0.9407768249511719
0.75,0.9872148036956787
0.75,0.9285340309143066
0.75,0.9518096446990967
0.75,0.9418377876281738
0.75,0.9923765659332275
0.75,0.9276638031005859
0.75,0.9396145343780518
0.75,0.9344527721405029
0.75,0.9607682228088379
0.75,0.9545156955718994
0.75,0.9539732933044434
0.75,0.9250829219818115
0.75,0.9727904796600342
0.75,0.9618649482727051
0.75,0.9261558055877686
0.75,0.9847233295440674
0.75,0.9766647815704346
0.75,0.9387502670288086
0.75,0.9410748481750488
0.75,0.9831438064575195
0.75,0.9330461025238037
0.75,0.9431490898132324
0.75,0.9554216861724854
0.75,0.9647796154022217
0.75,0.9685466289520264
0.75,0.9702394008636475
0.75,0.9493181705474854
0.75,0.9301016330718994
0.75,0.9842584133148193
0.75,0.9837994575500488
0.75,0.9542593955993652
0.75,0.9367713928222656
0.75,0.9472916126251221
0.75,0.9505281448364258
0.75,0.9309837818145752
0.75,0.9662041664123535
0.75,0.9760270118713379
0.75,0.93630051612854
0.75,0.9501943588256836
0.75,0.9312937259674072
0.75,0.9287247657775879
0.75,0.9595105648040771
0.75,0.9816834926605225
0.75,0.9317646026611328
0.75,0.9575138092041016
0.75,0.9337852001190186
0.75,0.9589800834655762
0.75,0.9435901641845703
0.75,0.9524354934692383
0.75,0.9347329139709473
0.75,0.9498426914215088
0.75,0.9382555484771729
0.75,0.9454081058502197
0.75,0.9518632888793945
0.75,0.9461472034454346
0.75,0.9405026435852051
0.75,0.9801278114318848
0.75,0.987030029296875
0.75,0.9758303165435791
0.75,0.9606907367706299
0.75,0.9337434768676758
0.75,0.9787747859954834
0.75,0.9726951122283936
0.75,0.9576330184936523
0.75,0.9522626399993896
0.75,0.9578952789306641
0.75,0.9326467514038086
0.75,0.991065263748169
0.75,0.9669373035430908
0.75,0.9503970146179199
0.75,0.9393463134765625
0.75,0.9775052070617676
0.75,0.9467194080352783
0.75,0.9850749969482422
0.75,0.950563907623291
0.75,0.9816596508026123
0.75,0.9514341354370117
0.75,0.9286651611328125
0.75,0.9545156955718994
0.75,0.9582290649414062
0.75,0.9719142913818359
0.75,0.9920904636383057
0.75,0.989616870880127
0.75,0.9666213989257812
0.75,0.9701023101806641
0.75,0.9492228031158447
0.75,0.9422192573547363
0.75,0.9906539916992188
0.75,0.976038932800293
0.75,0.9545633792877197
0.75,0.9728560447692871
0.75,0.9761581420898438
0.75,0.9907374382019043
0.75,0.9765455722808838
0.75,0.9770045280456543
0.75,0.9650001525878906
0.75,0.9490678310394287
0.75,0.9538660049438477
0.75,0.9879658222198486
0.75,0.928581714630127
0.75,0.9451160430908203
0.75,0.9778687953948975
0.75,0.9916672706604004
0.75,0.9355077743530273
0.75,0.9826133251190186
0.75,0.9853014945983887
0.75,0.9740242958068848
0.75,0.9612808227539062
0.75,0.9336123466491699
0.75,0.9413907527923584
0.75,0.9337911605834961
0.75,0.9313056468963623
0.75,0.9789118766784668
0.75,0.9250829219818115
0.75,0.9611139297485352
0.75,0.9488115310668945
0.75,0.9552249908447266
0.75,0.9339520931243896
0.75,0.9303162097930908
0.75,0.9558210372924805
0.75,0.9625325202941895
0.75,0.9436378479003906
0.75,0.9520659446716309
0.75,0.9627351760864258
0.75,0.9641299247741699
0.75,0.9889194965362549
0.75,0.9713361263275146
0.75,0.9669194221496582
0.75,0.9283850193023682
0.75,0.9261081218719482
0.75,0.9901831150054932
0.75,0.9253988265991211
0.75,0.9455630779266357
0.75,0.94850754737854
0.75,0.94315505027771
0.75,0.9556243419647217
0.75,0.9748289585113525
0.75,0.9730408191680908
0.75,0.981909990310669
0.75,0.981468915939331
0.75,0.9546527862548828
0.75,0.9851107597351074
0.75,0.947887659072876
0.75,0.9694705009460449
0.75,0.9575257301330566
0.75,0.9677896499633789
0.75,0.9510645866394043
0.75,0.9256551265716553
0.75,0.9854743480682373
0.75,0.9256014823913574
0.75,0.9602377414703369
0.75,0.9824285507202148
0.75,0.9584972858428955
0.75,0.928891658782959
0.75,0.933016300201416
0.75,0.9659240245819092
0.75,0.9850332736968994
1.0,0.9160289764404297
1.0,0.9184489250183105
1.0,0.9705791473388672
1.0,0.9614119529724121
1.0,0.9330222606658936
1.0,0.9223411083221436
1.0,0.9742507934570312
1.0,0.9738514423370361
1.0,0.9851047992706299
1.0,0.931102991104126
1.0,0.97597336769104
1.0,0.9576270580291748
1.0,0.9079585075378418
1.0,0.9027848243713379
1.0,0.9610662460327148
1.0,0.946904182434082
1.0,0.9635696411132812
1.0,0.9431073665618896
1.0,0.9611556529998779
1.0,0.9849498271942139
1.0,0.9283313751220703
1.0,0.9092221260070801
1.0,0.9778270721435547
1.0,0.9888777732849121
1.0,0.9395251274108887
1.0,0.9604642391204834
1.0,0.903947114944458
1.0,0.9293982982635498
1.0,0.9743998050689697
1.0,0.9078035354614258
1.0,0.9344825744628906
1.0,0.9487221240997314
1.0,0.903261661529541
1.0,0.9685823917388916
1.0,0.9383330345153809
1.0,0.917912483215332
1.0,0.9306857585906982
1.0,0.9602198600769043
1.0,0.9253332614898682
1.0,0.9801814556121826
1.0,0.9191343784332275
1.0,0.9060750007629395
1.0,0.941939115524292
1.0,0.9058008193969727
1.0,0.9737381935119629
1.0,0.9208927154541016
1.0,0.9798238277435303
1.0,0.9036192893981934
1.0,0.986112117767334
1.0,0.973076581954956
1.0,0.9422550201416016
1.0,0.9667048454284668
1.0,0.9424219131469727
1.0,0.9610662460327148
1.0,0.9383091926574707
1.0,0.9323368072509766
1.0,0.9176144599914551
1.0,0.9858975410461426
1.0,0.9790728092193604
1.0,0.9454855918884277
1.0,0.9773204326629639
1.0,0.9442756175994873
1.0,0.9509274959564209
1.0,0.9446570873260498
1.0,0.9546825885772705
1.0,0.9290943145751953
1.0,0.972689151763916
1.0,0.9864399433135986
1.0,0.9651610851287842
1.0,0.9190568923950195
1.0,0.9502420425415039
1.0,0.9454379081726074
1.0,0.9335527420043945
1.0,0.9090433120727539
1.0,0.9826252460479736
1.0,0.9348938465118408
1.0,0.9222099781036377
1.0,0.9595463275909424
1.0,0.9095320701599121
1.0,0.92484450340271
1.0,0.9469637870788574
1.0,0.9505162239074707
1.0,0.9265015125274658
1.0,0.9230384826660156
1.0,0.9094903469085693
1.0,0.9403953552246094
1.0,0.956810474395752
1.0,0.9844670295715332
1.0,0.9849259853363037
1.0,0.9238669872283936
1.0,0.9823272228240967
1.0,0.9416708946228027
1.0,0.9503433704376221
1.0,0.9753177165985107
1.0,0.908757209777832
1.0,0.924921989440918
1.0,0.9859929084777832
1.0,0.9332308769226074
1.0,0.9600648880004883
1.0,0.9846458435058594
1.0,0.9425351619720459
1.0,0.9409735202789307
1.0,0.9590575695037842
1.0,0.9203860759735107
1.0,0.9255478382110596
1.0,0.9006748199462891
1.0,0.9854683876037598
1.0,0.9225616455078125
1.0,0.9116122722625732
1.0,0.9047994613647461
1.0,0.9769032001495361
1.0,0.9402761459350586
1.0,0.9069929122924805
1.0,0.9141991138458252
1.0,0.986565113067627
1.0,0.9154031276702881
1.0,0.9225318431854248
1.0,0.949115514755249
1.0,0.9224603176116943
1.0,0.9325692653656006
1.0,0.98665452003479
1.0,0.9800562858581543
1.0,0.9091982841491699
1.0,0.9588310718536377
1.0,0.9054491519927979
1.0,0.915468692779541
1.0,0.9880790710449219
1.0,0.9721765518188477
1.0,0.975353479385376
1.0,0.968189001083374
1.0,0.9266266822814941
1.0,0.9824345111846924
1.0,0.9736130237579346
1.0,0.9703884124755859
1.0,0.9190747737884521
1.0,0.9209284782409668
1.0,0.9655783176422119
1.0,0.9253988265991211
1.0,0.9401390552520752
1.0,0.9131143093109131
1.0,0.9062716960906982
1.0,0.9170899391174316
1.0,0.9549269676208496
1.0,0.946063756942749
1.0,0.9712228775024414
1.0,0.9595582485198975
1.0,0.9200940132141113
1.0,0.9261319637298584
1.0,0.9251306056976318
1.0,0.9465048313140869
1.0,0.9894917011260986
1.0,0.9680459499359131
1.0,0.9158859252929688
1.0,0.9414265155792236
1.0,0.9599158763885498
1.0,0.9451696872711182
1.0,0.9090671539306641
